Date,States,Homocides
9/1/2022,Connecticut,8
9/1/2022,District of Columbia,18
9/1/2022,Delaware,4
9/1/2022,Florida,42
9/1/2022,Georgia,62
9/1/2022,Hawaii,1
9/1/2022,Iowa,3
9/1/2022,Idaho,4
9/1/2022,Illinois,86
9/1/2022,Indiana,41
9/1/2022,Kansas,9
9/1/2022,Kentucky,37
9/1/2022,Louisiana,39
9/1/2022,Massachusetts,13
9/1/2022,Maryland,41
9/1/2022,Maine,1
9/1/2022,Michigan,44
9/1/2022,Minnesota,13
9/1/2022,Missouri,45
9/1/2022,Mississippi,10
9/1/2022,Montana,4
9/1/2022,Nebraska,5
9/1/2022,North Carolina,62
9/1/2022,North Dakota,5
9/1/2022,New Hampshire,1
9/1/2022,New Jersey,29
9/1/2022,New Mexico,18
9/1/2022,Nevada,20
9/1/2022,New York,81
9/1/2022,Ohio,56
9/1/2022,Oklahoma,23
9/1/2022,Oregon,17
9/1/2022,Pennsylvania,67
9/1/2022,Rhode Island,2
9/1/2022,South Carolina,46
9/1/2022,South Dakota,3
9/1/2022,Tennessee,47
9/1/2022,Texas,138
9/1/2022,Utah,8
9/1/2022,Virginia,53
9/1/2022,Vermont,2
9/1/2022,Washington,35
9/1/2022,Wisconsin,25
9/1/2022,West Virginia,8
9/1/2022,Wyoming,0
10/1/2022,Alaska,0
10/1/2022,Alabama,39
10/1/2022,Arkansas,24
10/1/2022,Arizona,35
10/1/2022,California,185
10/1/2022,Colorado,37
10/1/2022,Connecticut,17
10/1/2022,District of Columbia,21
10/1/2022,Delaware,4
10/1/2022,Florida,50
10/1/2022,Georgia,79
10/1/2022,Hawaii,2
10/1/2022,Iowa,2
10/1/2022,Idaho,6
10/1/2022,Illinois,74
10/1/2022,Indiana,56
10/1/2022,Kansas,7
10/1/2022,Kentucky,12
10/1/2022,Louisiana,26
10/1/2022,Massachusetts,14
10/1/2022,Maryland,43
10/1/2022,Maine,3
10/1/2022,Michigan,69
10/1/2022,Minnesota,13
10/1/2022,Missouri,62
10/1/2022,Mississippi,17
10/1/2022,Montana,7
10/1/2022,Nebraska,1
10/1/2022,North Carolina,79
10/1/2022,North Dakota,3
10/1/2022,New Hampshire,2
10/1/2022,New Jersey,24
10/1/2022,New Mexico,13
10/1/2022,Nevada,27
10/1/2022,New York,55
10/1/2022,Ohio,72
10/1/2022,Oklahoma,33
10/1/2022,Oregon,16
10/1/2022,Pennsylvania,66
10/1/2022,Rhode Island,0
10/1/2022,South Carolina,53
10/1/2022,South Dakota,1
10/1/2022,Tennessee,56
10/1/2022,Texas,162
10/1/2022,Utah,5
10/1/2022,Virginia,50
10/1/2022,Vermont,3
10/1/2022,Washington,36
10/1/2022,Wisconsin,26
10/1/2022,West Virginia,10
10/1/2022,Wyoming,0
11/1/2022,Alaska,8
11/1/2022,Alabama,39
11/1/2022,Arkansas,25
11/1/2022,Arizona,50
11/1/2022,California,142
11/1/2022,Colorado,29
11/1/2022,Connecticut,11
11/1/2022,District of Columbia,13
11/1/2022,Delaware,4
11/1/2022,Florida,47
11/1/2022,Georgia,67
11/1/2022,Hawaii,0
11/1/2022,Iowa,5
11/1/2022,Idaho,8
11/1/2022,Illinois,69
11/1/2022,Indiana,33
11/1/2022,Kansas,8
11/1/2022,Kentucky,24
11/1/2022,Louisiana,31
11/1/2022,Massachusetts,16
11/1/2022,Maryland,51
11/1/2022,Maine,3
11/1/2022,Michigan,45
11/1/2022,Minnesota,11
11/1/2022,Missouri,47
11/1/2022,Mississippi,6
11/1/2022,Montana,2
11/1/2022,Nebraska,2
11/1/2022,North Carolina,62
11/1/2022,North Dakota,2
11/1/2022,New Hampshire,3
11/1/2022,New Jersey,24
11/1/2022,New Mexico,10
11/1/2022,Nevada,15
11/1/2022,New York,52
11/1/2022,Ohio,53
11/1/2022,Oklahoma,15
11/1/2022,Oregon,19
11/1/2022,Pennsylvania,50
11/1/2022,Rhode Island,2
11/1/2022,South Carolina,23
11/1/2022,South Dakota,3
11/1/2022,Tennessee,47
11/1/2022,Texas,136
11/1/2022,Utah,9
11/1/2022,Virginia,65
11/1/2022,Vermont,2
11/1/2022,Washington,32
11/1/2022,Wisconsin,25
11/1/2022,West Virginia,9
11/1/2022,Wyoming,0
12/1/2022,Alaska,4
12/1/2022,Alabama,41
12/1/2022,Arkansas,24
12/1/2022,Arizona,37
12/1/2022,California,160
12/1/2022,Colorado,48
12/1/2022,Connecticut,8
12/1/2022,District of Columbia,13
12/1/2022,Delaware,5
12/1/2022,Florida,46
12/1/2022,Georgia,75
12/1/2022,Hawaii,3
12/1/2022,Iowa,3
12/1/2022,Idaho,0
12/1/2022,Illinois,63
12/1/2022,Indiana,25
12/1/2022,Kansas,18
12/1/2022,Kentucky,29
12/1/2022,Louisiana,31
12/1/2022,Massachusetts,12
12/1/2022,Maryland,49
12/1/2022,Maine,2
12/1/2022,Michigan,57
12/1/2022,Minnesota,16
12/1/2022,Missouri,41
12/1/2022,Mississippi,20
12/1/2022,Montana,3
12/1/2022,Nebraska,1
12/1/2022,North Carolina,64
12/1/2022,North Dakota,4
12/1/2022,New Hampshire,2
12/1/2022,New Jersey,18
12/1/2022,New Mexico,15
12/1/2022,Nevada,19
12/1/2022,New York,54
12/1/2022,Ohio,49
12/1/2022,Oklahoma,16
12/1/2022,Oregon,12
12/1/2022,Pennsylvania,68
12/1/2022,Rhode Island,2
12/1/2022,South Carolina,42
12/1/2022,South Dakota,0
12/1/2022,Tennessee,61
12/1/2022,Texas,143
12/1/2022,Utah,1
12/1/2022,Virginia,46
12/1/2022,Vermont,3
12/1/2022,Washington,21
12/1/2022,Wisconsin,24
12/1/2022,West Virginia,4
12/1/2022,Wyoming,0
1/1/2023,Alaska,4
1/1/2023,Alabama,41
1/1/2023,Arkansas,35
1/1/2023,Arizona,42
1/1/2023,California,191
1/1/2023,Colorado,26
1/1/2023,Connecticut,12
1/1/2023,District of Columbia,16
1/1/2023,Delaware,2
1/1/2023,Florida,39
1/1/2023,Georgia,56
1/1/2023,Hawaii,1
1/1/2023,Iowa,15
1/1/2023,Idaho,3
1/1/2023,Illinois,59
1/1/2023,Indiana,27
1/1/2023,Kansas,18
1/1/2023,Kentucky,27
1/1/2023,Louisiana,30
1/1/2023,Massachusetts,12
1/1/2023,Maryland,41
1/1/2023,Maine,6
1/1/2023,Michigan,39
1/1/2023,Minnesota,11
1/1/2023,Missouri,45
1/1/2023,Mississippi,6
1/1/2023,Montana,4
1/1/2023,Nebraska,3
1/1/2023,North Carolina,77
1/1/2023,North Dakota,2
1/1/2023,New Hampshire,2
1/1/2023,New Jersey,25
1/1/2023,New Mexico,16
1/1/2023,Nevada,22
1/1/2023,New York,57
1/1/2023,Ohio,61
1/1/2023,Oklahoma,21
1/1/2023,Oregon,17
1/1/2023,Pennsylvania,64
1/1/2023,Rhode Island,1
1/1/2023,South Carolina,42
1/1/2023,South Dakota,1
1/1/2023,Tennessee,60
1/1/2023,Texas,163
1/1/2023,Utah,12
1/1/2023,Virginia,53
1/1/2023,Vermont,1
1/1/2023,Washington,35
1/1/2023,Wisconsin,26
1/1/2023,West Virginia,7
1/1/2023,Wyoming,4
2/1/2023,Alaska,3
2/1/2023,Alabama,40
2/1/2023,Arkansas,25
2/1/2023,Arizona,37
2/1/2023,California,121
2/1/2023,Colorado,14
2/1/2023,Connecticut,6
2/1/2023,District of Columbia,22
2/1/2023,Delaware,8
2/1/2023,Florida,32
2/1/2023,Georgia,56
2/1/2023,Hawaii,3
2/1/2023,Iowa,10
2/1/2023,Idaho,2
2/1/2023,Illinois,52
2/1/2023,Indiana,29
2/1/2023,Kansas,5
2/1/2023,Kentucky,25
2/1/2023,Louisiana,31
2/1/2023,Massachusetts,9
2/1/2023,Maryland,40
2/1/2023,Maine,3
2/1/2023,Michigan,46
2/1/2023,Minnesota,15
2/1/2023,Missouri,37
2/1/2023,Mississippi,7
2/1/2023,Montana,3
2/1/2023,Nebraska,2
2/1/2023,North Carolina,60
2/1/2023,North Dakota,1
2/1/2023,New Hampshire,2
2/1/2023,New Jersey,18
2/1/2023,New Mexico,11
2/1/2023,Nevada,22
2/1/2023,New York,39
2/1/2023,Ohio,45
2/1/2023,Oklahoma,8
2/1/2023,Oregon,15
2/1/2023,Pennsylvania,55
2/1/2023,Rhode Island,2
2/1/2023,South Carolina,53
2/1/2023,South Dakota,1
2/1/2023,Tennessee,52
2/1/2023,Texas,136
2/1/2023,Utah,5
2/1/2023,Virginia,51
2/1/2023,Vermont,1
2/1/2023,Washington,25
2/1/2023,Wisconsin,19
2/1/2023,West Virginia,5
2/1/2023,Wyoming,1
3/1/2023,Alaska,10
3/1/2023,Alabama,45
3/1/2023,Arkansas,23
3/1/2023,Arizona,51
3/1/2023,California,155
3/1/2023,Colorado,29
3/1/2023,Connecticut,11
3/1/2023,District of Columbia,19
3/1/2023,Delaware,4
3/1/2023,Florida,43
3/1/2023,Georgia,54
3/1/2023,Hawaii,0
3/1/2023,Iowa,8
3/1/2023,Idaho,5
3/1/2023,Illinois,54
3/1/2023,Indiana,32
3/1/2023,Kansas,12
3/1/2023,Kentucky,16
3/1/2023,Louisiana,27
3/1/2023,Massachusetts,12
3/1/2023,Maryland,37
3/1/2023,Maine,1
3/1/2023,Michigan,45
3/1/2023,Minnesota,15
3/1/2023,Missouri,52
3/1/2023,Mississippi,11
3/1/2023,Montana,2
3/1/2023,Nebraska,6
3/1/2023,North Carolina,58
3/1/2023,North Dakota,2
3/1/2023,New Hampshire,1
3/1/2023,New Jersey,21
3/1/2023,New Mexico,14
3/1/2023,Nevada,16
3/1/2023,New York,39
3/1/2023,Ohio,39
3/1/2023,Oklahoma,26
3/1/2023,Oregon,18
3/1/2023,Pennsylvania,74
3/1/2023,Rhode Island,1
3/1/2023,South Carolina,42
3/1/2023,South Dakota,2
3/1/2023,Tennessee,73
3/1/2023,Texas,151
3/1/2023,Utah,4
3/1/2023,Virginia,36
3/1/2023,Vermont,2
3/1/2023,Washington,34
3/1/2023,Wisconsin,34
3/1/2023,West Virginia,6
3/1/2023,Wyoming,3
4/1/2023,Alaska,6
4/1/2023,Alabama,35
4/1/2023,Arkansas,23
4/1/2023,Arizona,37
4/1/2023,California,163
4/1/2023,Colorado,26
4/1/2023,Connecticut,14
4/1/2023,District of Columbia,14
4/1/2023,Delaware,3
4/1/2023,Florida,32
4/1/2023,Georgia,63
4/1/2023,Hawaii,2
4/1/2023,Iowa,6
4/1/2023,Idaho,2
4/1/2023,Illinois,65
4/1/2023,Indiana,22
4/1/2023,Kansas,11
4/1/2023,Kentucky,33
4/1/2023,Louisiana,38
4/1/2023,Massachusetts,10
4/1/2023,Maryland,43
4/1/2023,Maine,5
4/1/2023,Michigan,44
4/1/2023,Minnesota,14
4/1/2023,Missouri,48
4/1/2023,Mississippi,13
4/1/2023,Montana,2
4/1/2023,Nebraska,0
4/1/2023,North Carolina,61
4/1/2023,North Dakota,1
4/1/2023,New Hampshire,1
4/1/2023,New Jersey,12
4/1/2023,New Mexico,19
4/1/2023,Nevada,20
4/1/2023,New York,48
4/1/2023,Ohio,57
4/1/2023,Oklahoma,31
4/1/2023,Oregon,18
4/1/2023,Pennsylvania,56
4/1/2023,Rhode Island,3
4/1/2023,South Carolina,49
4/1/2023,South Dakota,4
4/1/2023,Tennessee,45
4/1/2023,Texas,149
4/1/2023,Utah,7
4/1/2023,Virginia,47
4/1/2023,Vermont,1
4/1/2023,Washington,36
4/1/2023,Wisconsin,14
4/1/2023,West Virginia,7
4/1/2023,Wyoming,1
5/1/2023,Alaska,5
5/1/2023,Alabama,37
5/1/2023,Arkansas,35
5/1/2023,Arizona,51
5/1/2023,California,126
5/1/2023,Colorado,21
5/1/2023,Connecticut,14
5/1/2023,District of Columbia,25
5/1/2023,Delaware,3
5/1/2023,Florida,30
5/1/2023,Georgia,65
5/1/2023,Hawaii,0
5/1/2023,Iowa,10
5/1/2023,Idaho,3
5/1/2023,Illinois,94
5/1/2023,Indiana,28
5/1/2023,Kansas,7
5/1/2023,Kentucky,24
5/1/2023,Louisiana,29
5/1/2023,Massachusetts,9
5/1/2023,Maryland,57
5/1/2023,Maine,1
5/1/2023,Michigan,54
5/1/2023,Minnesota,14
5/1/2023,Missouri,66
5/1/2023,Mississippi,11
5/1/2023,Montana,4
5/1/2023,Nebraska,2
5/1/2023,North Carolina,58
5/1/2023,North Dakota,6
5/1/2023,New Hampshire,3
5/1/2023,New Jersey,31
5/1/2023,New Mexico,20
5/1/2023,Nevada,12
5/1/2023,New York,69
5/1/2023,Ohio,61
5/1/2023,Oklahoma,30
5/1/2023,Oregon,15
5/1/2023,Pennsylvania,83
5/1/2023,Rhode Island,4
5/1/2023,South Carolina,39
5/1/2023,South Dakota,2
5/1/2023,Tennessee,53
5/1/2023,Texas,153
5/1/2023,Utah,6
5/1/2023,Virginia,45
5/1/2023,Vermont,1
5/1/2023,Washington,32
5/1/2023,Wisconsin,22
5/1/2023,West Virginia,7
5/1/2023,Wyoming,2
6/1/2023,Alaska,6
6/1/2023,Alabama,39
6/1/2023,Arkansas,15
6/1/2023,Arizona,39
6/1/2023,California,177
6/1/2023,Colorado,23
6/1/2023,Connecticut,9
6/1/2023,District of Columbia,24
6/1/2023,Delaware,3
6/1/2023,Florida,49
6/1/2023,Georgia,64
6/1/2023,Hawaii,0
6/1/2023,Iowa,5
6/1/2023,Idaho,12
6/1/2023,Illinois,88
6/1/2023,Indiana,37
6/1/2023,Kansas,9
6/1/2023,Kentucky,23
6/1/2023,Louisiana,36
6/1/2023,Massachusetts,13
6/1/2023,Maryland,52
6/1/2023,Maine,4
6/1/2023,Michigan,57
6/1/2023,Minnesota,19
6/1/2023,Missouri,58
6/1/2023,Mississippi,15
6/1/2023,Montana,1
6/1/2023,Nebraska,2
6/1/2023,North Carolina,67
6/1/2023,North Dakota,1
6/1/2023,New Hampshire,4
6/1/2023,New Jersey,29
6/1/2023,New Mexico,25
6/1/2023,Nevada,21
6/1/2023,New York,57
6/1/2023,Ohio,51
6/1/2023,Oklahoma,17
6/1/2023,Oregon,16
6/1/2023,Pennsylvania,68
6/1/2023,Rhode Island,3
6/1/2023,South Carolina,29
6/1/2023,South Dakota,2
6/1/2023,Tennessee,65
6/1/2023,Texas,160
6/1/2023,Utah,4
6/1/2023,Virginia,49
6/1/2023,Vermont,1
6/1/2023,Washington,31
6/1/2023,Wisconsin,29
6/1/2023,West Virginia,7
6/1/2023,Wyoming,1
7/1/2023,Alaska,8
7/1/2023,Alabama,33
7/1/2023,Arkansas,38
7/1/2023,Arizona,31
7/1/2023,California,183
7/1/2023,Colorado,27
7/1/2023,Connecticut,20
7/1/2023,District of Columbia,29
7/1/2023,Delaware,2
7/1/2023,Florida,46
7/1/2023,Georgia,63
7/1/2023,Hawaii,1
7/1/2023,Iowa,7
7/1/2023,Idaho,2
7/1/2023,Illinois,79
7/1/2023,Indiana,35
7/1/2023,Kansas,13
7/1/2023,Kentucky,24
7/1/2023,Louisiana,33
7/1/2023,Massachusetts,20
7/1/2023,Maryland,43
7/1/2023,Maine,6
7/1/2023,Michigan,73
7/1/2023,Minnesota,17
7/1/2023,Missouri,45
7/1/2023,Mississippi,13
7/1/2023,Montana,1
7/1/2023,Nebraska,2
7/1/2023,North Carolina,90
7/1/2023,North Dakota,2
7/1/2023,New Hampshire,2
7/1/2023,New Jersey,21
7/1/2023,New Mexico,21
7/1/2023,Nevada,17
7/1/2023,New York,63
7/1/2023,Ohio,64
7/1/2023,Oklahoma,29
7/1/2023,Oregon,17
7/1/2023,Pennsylvania,69
7/1/2023,Rhode Island,5
7/1/2023,South Carolina,44
7/1/2023,South Dakota,3
7/1/2023,Tennessee,73
7/1/2023,Texas,175
7/1/2023,Utah,5
7/1/2023,Virginia,48
7/1/2023,Vermont,2
7/1/2023,Washington,28
7/1/2023,Wisconsin,28
7/1/2023,West Virginia,7
7/1/2023,Wyoming,1
8/1/2023,Alaska,7
8/1/2023,Alabama,32
8/1/2023,Arkansas,19
8/1/2023,Arizona,26
8/1/2023,California,185
8/1/2023,Colorado,31
8/1/2023,Connecticut,12
8/1/2023,District of Columbia,33
8/1/2023,Delaware,4
8/1/2023,Florida,32
8/1/2023,Georgia,58
8/1/2023,Hawaii,1
8/1/2023,Iowa,1
8/1/2023,Idaho,6
8/1/2023,Illinois,71
8/1/2023,Indiana,29
8/1/2023,Kansas,13
8/1/2023,Kentucky,25
8/1/2023,Louisiana,16
8/1/2023,Massachusetts,13
8/1/2023,Maryland,54
8/1/2023,Maine,0
8/1/2023,Michigan,62
8/1/2023,Minnesota,13
8/1/2023,Missouri,47
8/1/2023,Mississippi,6
8/1/2023,Montana,2
8/1/2023,Nebraska,5
8/1/2023,North Carolina,57
8/1/2023,North Dakota,2
8/1/2023,New Hampshire,2
8/1/2023,New Jersey,20
8/1/2023,New Mexico,16
8/1/2023,Nevada,22
8/1/2023,New York,58
8/1/2023,Ohio,68
8/1/2023,Oklahoma,21
8/1/2023,Oregon,11
8/1/2023,Pennsylvania,76
8/1/2023,Rhode Island,2
8/1/2023,South Carolina,37
8/1/2023,South Dakota,2
8/1/2023,Tennessee,51
8/1/2023,Texas,146
8/1/2023,Utah,5
8/1/2023,Virginia,54
8/1/2023,Vermont,1
8/1/2023,Washington,38
8/1/2023,Wisconsin,24
8/1/2023,West Virginia,4
8/1/2023,Wyoming,2
9/1/2023,Alaska,0
9/1/2023,Alabama,39
9/1/2023,Arkansas,14
9/1/2023,Arizona,29
9/1/2023,California,138
9/1/2023,Colorado,30
9/1/2023,Connecticut,8
9/1/2023,District of Columbia,23
9/1/2023,Delaware,8
9/1/2023,Florida,49
9/1/2023,Georgia,46
9/1/2023,Hawaii,2
9/1/2023,Iowa,2
9/1/2023,Idaho,2
9/1/2023,Illinois,62
9/1/2023,Indiana,36
9/1/2023,Kansas,16
9/1/2023,Kentucky,27
9/1/2023,Louisiana,14
9/1/2023,Massachusetts,10
9/1/2023,Maryland,43
9/1/2023,Maine,2
9/1/2023,Michigan,41
9/1/2023,Minnesota,13
9/1/2023,Missouri,49
9/1/2023,Mississippi,8
9/1/2023,Montana,1
9/1/2023,Nebraska,0
9/1/2023,North Carolina,64
9/1/2023,North Dakota,4
9/1/2023,New Hampshire,1
9/1/2023,New Jersey,13
9/1/2023,New Mexico,17
9/1/2023,Nevada,16
9/1/2023,New York,54
9/1/2023,Ohio,50
9/1/2023,Oklahoma,17
9/1/2023,Oregon,10
9/1/2023,Pennsylvania,67
9/1/2023,Rhode Island,3
9/1/2023,South Carolina,42
9/1/2023,South Dakota,3
9/1/2023,Tennessee,57
9/1/2023,Texas,173
9/1/2023,Utah,9
9/1/2023,Virginia,45
9/1/2023,Vermont,3
9/1/2023,Washington,34
9/1/2023,Wisconsin,25
9/1/2023,West Virginia,6
9/1/2023,Wyoming,0
10/1/2023,Alaska,4
10/1/2023,Alabama,45
10/1/2023,Arkansas,15
10/1/2023,Arizona,34
10/1/2023,California,170
10/1/2023,Colorado,25
10/1/2023,Connecticut,12
10/1/2023,District of Columbia,16
10/1/2023,Delaware,2
10/1/2023,Florida,41
10/1/2023,Georgia,67
10/1/2023,Hawaii,0
10/1/2023,Iowa,8
10/1/2023,Idaho,0
10/1/2023,Illinois,62
10/1/2023,Indiana,36
10/1/2023,Kansas,16
10/1/2023,Kentucky,17
10/1/2023,Louisiana,29
10/1/2023,Massachusetts,10
10/1/2023,Maryland,41
10/1/2023,Maine,19
10/1/2023,Michigan,40
10/1/2023,Minnesota,16
10/1/2023,Missouri,38
10/1/2023,Mississippi,10
10/1/2023,Montana,3
10/1/2023,Nebraska,3
10/1/2023,North Carolina,92
10/1/2023,North Dakota,2
10/1/2023,New Hampshire,0
10/1/2023,New Jersey,23
10/1/2023,New Mexico,22
10/1/2023,Nevada,17
10/1/2023,New York,31
10/1/2023,Ohio,54
10/1/2023,Oklahoma,15
10/1/2023,Oregon,16
10/1/2023,Pennsylvania,58
10/1/2023,Rhode Island,0
10/1/2023,South Carolina,39
10/1/2023,South Dakota,0
10/1/2023,Tennessee,61
10/1/2023,Texas,149
10/1/2023,Utah,4
10/1/2023,Virginia,43
10/1/2023,Vermont,3
10/1/2023,Washington,32
10/1/2023,Wisconsin,25
10/1/2023,West Virginia,3
10/1/2023,Wyoming,0
11/1/2023,Alaska,6
11/1/2023,Alabama,35
11/1/2023,Arkansas,17
11/1/2023,Arizona,30
11/1/2023,California,142
11/1/2023,Colorado,35
11/1/2023,Connecticut,7
11/1/2023,District of Columbia,20
11/1/2023,Delaware,2
11/1/2023,Florida,36
11/1/2023,Georgia,46
11/1/2023,Hawaii,0
11/1/2023,Iowa,3
11/1/2023,Idaho,4
11/1/2023,Illinois,65
11/1/2023,Indiana,36
11/1/2023,Kansas,3
11/1/2023,Kentucky,19
11/1/2023,Louisiana,18
11/1/2023,Massachusetts,12
11/1/2023,Maryland,33
11/1/2023,Maine,10
11/1/2023,Michigan,37
11/1/2023,Minnesota,13
11/1/2023,Missouri,42
11/1/2023,Mississippi,9
11/1/2023,Montana,6
11/1/2023,Nebraska,9
11/1/2023,North Carolina,61
11/1/2023,North Dakota,1
11/1/2023,New Hampshire,4
11/1/2023,New Jersey,21
11/1/2023,New Mexico,16
11/1/2023,Nevada,16
11/1/2023,New York,37
11/1/2023,Ohio,48
11/1/2023,Oklahoma,15
11/1/2023,Oregon,15
11/1/2023,Pennsylvania,45
11/1/2023,Rhode Island,0
11/1/2023,South Carolina,31
11/1/2023,South Dakota,4
11/1/2023,Tennessee,55
11/1/2023,Texas,131
11/1/2023,Utah,1
11/1/2023,Virginia,29
11/1/2023,Vermont,0
11/1/2023,Washington,23
11/1/2023,Wisconsin,13
11/1/2023,West Virginia,6
11/1/2023,Wyoming,0
12/1/2023,Alaska,3
12/1/2023,Alabama,39
12/1/2023,Arkansas,25
12/1/2023,Arizona,30
12/1/2023,California,141
12/1/2023,Colorado,26
12/1/2023,Connecticut,10
12/1/2023,District of Columbia,24
12/1/2023,Delaware,5
12/1/2023,Florida,37
12/1/2023,Georgia,38
12/1/2023,Hawaii,0
12/1/2023,Iowa,3
12/1/2023,Idaho,5
12/1/2023,Illinois,49
12/1/2023,Indiana,30
12/1/2023,Kansas,8
12/1/2023,Kentucky,15
12/1/2023,Louisiana,26
12/1/2023,Massachusetts,13
12/1/2023,Maryland,30
12/1/2023,Maine,3
12/1/2023,Michigan,48
12/1/2023,Minnesota,20
12/1/2023,Missouri,37
12/1/2023,Mississippi,4
12/1/2023,Montana,3
12/1/2023,Nebraska,8
12/1/2023,North Carolina,67
12/1/2023,North Dakota,2
12/1/2023,New Hampshire,4
12/1/2023,New Jersey,18
12/1/2023,New Mexico,26
12/1/2023,Nevada,17
12/1/2023,New York,28
12/1/2023,Ohio,33
12/1/2023,Oklahoma,17
12/1/2023,Oregon,20
12/1/2023,Pennsylvania,50
12/1/2023,Rhode Island,4
12/1/2023,South Carolina,30
12/1/2023,South Dakota,3
12/1/2023,Tennessee,55
12/1/2023,Texas,161
12/1/2023,Utah,6
12/1/2023,Virginia,20
12/1/2023,Vermont,0
12/1/2023,Washington,24
12/1/2023,Wisconsin,24
12/1/2023,West Virginia,18
12/1/2023,Wyoming,2
